Address,BBL,BIN,BoroCD,Borough,CT2010,CouncilDistrict,Items_Accepted,Latitude,Longitude,NTAName,Nonprofit_Organization,Number,Operations_Type,Public_Email,Public_Phone,Street,Unit,Vendor_Name,Website,point,zipcode,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
140 Bay St,5000050176.0,5000020,501,Staten Island,3,49,"Clothing, Shoes, Accessories, Coats",40.63892364501953,-74.0760726928711,West New Brighton-New Brighton-St. George,false,140,Organizations/Thrift Stores,clothing@etgstores.com,718-273-7139,Bay St,,Every Thing Goes Thrift & Vintage Clothing,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=1872&BId=1820,POINT (-74.076069 40.638925),10301,10369,4,1,13,74
2241 Southern Blvd,2.03112e9,2102581,206,Bronx,393,15,"Clothing, Shoes",40.84929275512695,-73.88353729248047,Belmont,false,2241,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Southern Blvd,,Usagain LLC,http://www.usagain.com/,POINT (-73.883535 40.849291),10460,11269,35,5,22,31
99-30 Corona Ave,4019259904.0,4047340,404,Queens,413,21,"Clothing, Shoes",40.74381637573242,-73.86222839355469,Corona,false,99-30,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Corona Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.862225 40.743818),11368,14510,66,3,21,68
1348 Southern Blvd,2029800064.0,2010557,203,Bronx,123,17,"Clothing, Shoes",40.832115173339844,-73.89046478271484,Crotona Park East,false,1348,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Southern Blvd,,Usagain LLC,http://www.usagain.com/,POINT (-73.890466 40.832115),10459,10937,34,5,43,25
4882 Arthur Kill Rd,0.0,0,503,Staten Island,226,51,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.52313232421875,-74.2391128540039,Charleston-Richmond Valley-Tottenville,false,4882,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Arthur Kill Rd,,Helpsy,https://www.helpsy.co/,POINT (-74.23911 40.523132),10309,10696,15,1,9,77
24 Court St,3002500096.0,3002094,302,Brooklyn,9,33,"Clothing, Shoes, Linens, Accessories",40.69343566894531,-73.99058532714844,Brooklyn Heights-Cobble Hill,true,24,Textile Recycling at Farmers' Markets,recycle@grownyc.org,212-788-7476,Court St,,Brooklyn Borough Hall Greenmarket: GrowNYC Clothing & Textile Recycling Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=41&BId=84,POINT (-73.990587 40.693436),11201,16865,68,2,38,54
6743 4 Ave,3058550016.0,3144700,310,Brooklyn,126,43,"Clothing, Shoes, Coats, Other",40.6357421875,-74.02272033691406,Bay Ridge,false,6743,Publicly Accessible Donation Bins,N/A,914-573-2266,4 Ave,,Standard Recycling Corp,N/A,POINT (-74.022717 40.635742),11220,18180,10,2,44,41
4090 Boston Rd,2.0528e9,2095194,212,Bronx,46202,12,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.8856086730957,-73.8282470703125,Co-op City,false,4090,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Boston Rd,,Helpsy,https://www.helpsy.co/,POINT (-73.828246 40.885608),10475,12344,29,5,2,30
1385 SUTTER AVE,3042540032.0,3095583,305,Brooklyn,1200,42,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.67365264892578,-73.86686706542969,East New York,false,1385,Publicly Accessible Donation Bins,info@usagain.com,(718) 277-0136,SUTTER AVE,,USAGAIN LLC,http://www.usagain.com/,POINT (-73.8668652 40.67365180000008),11208,17215,45,2,25,47
21-02 21 Ave,4.0088e9,4019647,401,Queens,103,22,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.781211853027344,-73.91559600830078,Steinway,false,21-02,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,21 Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.915596 40.78121),11105,16862,39,3,4,72
75-41 Yellowstone Blvd,4031780096.0,4075320,406,Queens,703,29,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.71400451660156,-73.85893249511719,Rego Park,false,75-41,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Yellowstone Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.858929 40.714003),11374,14785,40,3,28,70
529 Empire Blvd,3013110016.0,3034654,309,Brooklyn,331,35,"Clothing, Shoes, Accessories, Bedding And Linens, Towels , Coats",40.664390563964844,-73.94446563720703,Crown Heights South,false,529,Publicly Accessible Donation Bins,sales@americanrecyclingresources.com,732-796-8983,Empire Blvd,,American Recycling Resources,www.americanrecyclingresources.com/,POINT (-73.94446900000001 40.664391),11225,13509,17,2,48,44
18-33 Cornaga Ave,4155630080.0,4298277,414,Queens,101001,31,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.60222244262695,-73.7506332397461,Far Rockaway-Bayswater,false,18-33,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Cornaga Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.75063700000001 40.602224),11691,20529,51,3,47,59
1834 3 Ave,1016290048.0,1051849,111,Manhattan,166,8,"Clothing, Shoes, Coats, Accessories, Beddings And Linens, Towels, Rugs",40.7887077331543,-73.94707489013672,East Harlem South,true,1834,Nonprofit Organizations/Thrift Stores,N/A,917-650-2296,3 Ave,,St. Cecilia�s Thrift Store,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3882&BId=3880,POINT (-73.947072 40.788706),10029,12426,7,4,35,14
3901 Ave D,3049560064.0,3111827,317,Brooklyn,834,45,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.641746520996094,-73.9398193359375,East Flatbush-Farragut,false,3901,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Ave D,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.939817 40.641747),11203,16866,61,2,26,40
446 New Lots Ave,3043010048.0,3393691,305,Brooklyn,1128,42,"Clothing, Shoes",40.66245651245117,-73.89105224609375,East New York (Pennsylvania Ave),false,446,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,New Lots Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.891054 40.662457),11207,17214,45,2,25,47
252 1 Ave,1.00972e9,1082875,106,Manhattan,44,4,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.73189926147461,-73.98171997070313,Stuyvesant Town-Cooper Village,true,252,Textile Recycling at Farmers' Markets,info@greentreetextiles.org,908-245-9300,1 Ave,,Green Tree Textiles at Stuyvesant Town Greenmarket,http://www.greentreetextiles.org/farmersmarkets/,POINT (-73.981719 40.731901),10009,11729,71,4,51,7
292 Neptune Ave,3086640384.0,3244404,313,Brooklyn,364,48,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.58115005493164,-73.96376037597656,Brighton Beach,false,292,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Neptune Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.963757 40.581151),11235,13826,21,2,15,35
1963 Broadway,1011387520.0,1028839,107,Manhattan,149,6,"They accept any kind of clothing, fabrics, household linens, footwear, accessories, and jewelry.",40.77433395385742,-73.98252868652344,Lincoln Square,false,1963,Retail Store Takeback Programs,N/A,(212) 362-4272,Broadway,,Zara,https://www.zara.com/us/en/sustainability-collection-program-l1452.html,POINT (-73.98252829999996 40.77433370000006),10023,12420,20,4,19,12
2245 Coleman St,3085580032.0,3242314,318,Brooklyn,662,46,"Clothing, Shoes",40.60808181762695,-73.92330169677734,Georgetown-Marine Park-Bergen Beach-Mill Basin,true,2245,Publicly Accessible Donation Bins,info@planetaid.org,973-882-7956,Coleman St,,Planet Aid,http://www.planetaid.org/,POINT (-73.923301 40.608082),11234,13825,5,2,8,38
3555 Victory Blvd,5021620224.0,5036682,502,Staten Island,29103,50,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.60158157348633,-74.17675018310547,New Springville-Bloomfield-Travis,false,3555,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Victory Blvd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.176749 40.601582),10314,10700,30,1,14,75
10628 Queens Blvd,4032369920.0,4077476,406,Queens,711,29,"Clothing, Shoes, Linens, Accessories",40.72172927856445,-73.84696197509766,Forest Hills,true,10628,Textile Recycling at Farmers' Markets,recycle@grownyc.org,212-788-7977,Queens Blvd,,Forest Hills Greenmarket: GrowNYC Clothing & Textile Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=91&BId=166,POINT (-73.84696 40.721728),11375,14786,40,3,28,70
812 Faile St,2027620096.0,2086641,202,Bronx,11502,17,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.81721115112305,-73.88690948486328,Hunts Point,false,812,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Faile St,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.886906 40.817213),10474,12343,8,5,43,24
8775 Bay Pkwy,3.06448e9,3169006,311,Brooklyn,294,47,"Clothing, Shoes, Coats, Other",40.598106384277344,-73.99720764160156,Bensonhurst West,false,8775,Publicly Accessible Donation Bins,N/A,914-573-2266,Bay Pkwy,,Standard Recycling Corp,N/A,POINT (-73.997207 40.598108),11214,17616,1,2,45,37
1430 Watson Ave,2037090048.0,2023326,209,Bronx,52,17,"Clothing, Shoes",40.825252532958984,-73.88261413574219,Soundview-Bruckner,false,1430,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Watson Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.882611 40.82525100000001),10472,11610,58,5,43,26
219-14 Merrick Blvd,4130970112.0,4281324,413,Queens,358,31,"Clothing, Shoes, Coats, Towels",40.67898941040039,-73.7502670288086,Laurelton,true,219-14,Publicly Accessible Donation Bins,N/A,866-931-0232,Merrick Blvd,,Carecycle Inc,carecyclecares.com/,POINT (-73.750265 40.67898900000001),11413,15313,63,3,47,63
2010 Bruckner Blvd,2036819968.0,2092773,209,Bronx,98,18,"Clothing, Shoes",40.825927734375,-73.85527801513672,Westchester-Unionport,false,2010,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Bruckner Blvd,,Usagain LLC,http://www.usagain.com/,POINT (-73.855276 40.825926),10473,11611,58,5,31,26
333 Hart St,3015920128.0,3043046,303,Brooklyn,287,36,"Clothing, Shoes, Coats, Accessories",40.694847106933594,-73.93637084960938,Stuyvesant Heights,true,333,Nonprofit Organizations/Thrift Stores,N/A,718-455-6864,Hart St,,St. John's the Baptist (Catholic Charities),https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=2077&BId=2033,POINT (-73.936369 40.694846000000005),11206,17213,69,2,49,52
7107 New Utrecht Ave,3061799936.0,3157779,311,Brooklyn,262,43,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.618629455566406,-73.99882507324219,Bensonhurst West,false,7107,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,New Utrecht Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.998828 40.618629),11228,13511,1,2,44,37
224-04 Braddock Ave,0.0,0,413,Queens,560,23,"Clothing, Shoes",40.72750473022461,-73.73263549804688,Queens Village,false,224-04,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Braddock Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.732639 40.727504),11428,24337,63,3,16,63
3350 Atlantic Ave,3041619968.0,3093268,305,Brooklyn,1178,37,"Clothing, Shoes, Accessories",40.68113708496094,-73.87260437011719,Cypress Hills-City Line,false,3350,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,Atlantic Ave,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-73.872608 40.681137),11208,17215,45,2,37,47
2600 Hylan Blvd,5039690240.0,5152062,502,Staten Island,12804,50,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.56621551513672,-74.11266326904297,New Dorp-Midland Beach,false,2600,Publicly Accessible Donation Bins,info@recyclingtech.com,(888) 243-3273,Hylan Blvd,,American Recycling Technologies Inc.,http://www.americanrecyclingtech.com/,POINT (-74.112663 40.566216),10306,10693,30,1,14,76
23 Fulton Street,1.00096e9,1082006,101,Manhattan,1501,1,"Clothing & shoes. Bring in a minimum of 5 items & receive 15% off your next purchase. All brands in clean, dry condition accepted. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/",40.70722198486328,-74.00365447998047,Battery Park City-Lower Manhattan,false,23,Retail Store Takeback Programs,https://shop.guess.com/en/customercare/contactus/,(212) 385-0533,Fulton Street,,GUESS,https://shop.guess.com/en/resourced/,POINT (-74.00365549999998 40.70722080000007),10038,13096,56,4,32,1
4121 Church Ave,3048780032.0,3409621,317,Brooklyn,814,41,"Clothing, Shoes, Coats, Other",40.65159606933594,-73.93839263916016,East Flatbush-Farragut,false,4121,Publicly Accessible Donation Bins,N/A,914-573-2266,Church Ave,,Standard Recycling Corp,N/A,POINT (-73.938393 40.651596),11203,16866,61,2,17,40
819 Forest Ave,5002200064.0,5005928,501,Staten Island,125,49,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.629051208496094,-74.1163101196289,West New Brighton-New Brighton-St. George,false,819,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Forest Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.116309 40.62905),10310,10697,4,1,13,74
126 5th Ave,1008190016.0,1015421,105,Manhattan,54,3,"Clothing, Shoes, Purses, Gloves, Scarves, Hats, belts, Towels, Curtains, Bedding and Linens. Clean Rags and Torn Clothing",40.73849868774414,-73.99220275878906,Hudson Yards-Chelsea-Flatiron-Union Square,false,126,Retail Store Takeback Programs,custserv@athleta.com,(212) 929-0512,5th Ave,,Athleta,https://stores.athleta.net/store-7049/?tid=atsh000001,POINT (-73.9922 40.7385),10011,12074,11,4,10,7
1293 Broadway,1008090048.0,1015199,105,Manhattan,101,3,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.74980163574219,-73.98829650878906,Midtown-Midtown South,false,1293,Retail Store Takeback Programs,info@hm.com,855-466-7467,Broadway,,H&M,https://about.hm.com/en/sustainability/get-involved/recycle-your-clothes.html,POINT (-73.988298 40.74980240000008),10001,11722,11,4,10,8
2085 Rockaway Pkwy,3083290112.0,3331431,318,Brooklyn,1034,46,"Clothing, Shoes, Coats",40.632930755615234,-73.88690948486328,Canarsie,true,2085,Nonprofit Organizations/Thrift Stores,N/A,(347) 216-5909,Rockaway Pkwy,,Bay View Houses Resident Association,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=424&BId=427,POINT (-73.886906 40.63293),11236,13827,5,2,8,42
175-04 Horace Harding Expy,4068910080.0,4148800,408,Queens,1341,24,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.738304138183594,-73.7939453125,Fresh Meadows-Utopia,false,175-04,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Horace Harding Expy,,Helpsy,https://www.helpsy.co/,POINT (-73.793949 40.738305),11365,14507,25,3,24,65
10 Columbus Circle,1010497472.0,1026318,104,Manhattan,145,3,Contact store for details,40.768287658691406,-73.98283386230469,Lincoln Square,false,10,Retail Store Takeback Programs,help@jcrew.com,212-956-1120,Columbus Circle,Space 207,J. Crew,https://bluejeansgogreen.org/recycle-denim/,POINT (-73.98283209999994 40.76828820000003),10019,12081,12,4,10,10
37 Greenpoint Ave,3025570048.0,3064672,301,Brooklyn,565,33,"Clothing, Shoes, Coats, Accessories",40.7298583984375,-73.95914459228516,Greenpoint,false,37,Organizations/Thrift Stores,monkvintage@aol.com,718-384-6665,Greenpoint Ave,,Monk Vintage,https://www.instagram.com/monkvintage/?hl=en,POINT (-73.9591426 40.72985750000004),11222,18182,36,2,38,57
3705 Church Ave,3048740096.0,3000000,317,Brooklyn,816,41,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.65138244628906,-73.94257354736328,East Flatbush-Farragut,false,3705,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Church Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.942576 40.651382),11203,16866,61,2,17,40
69-11 Fresh Pond Rd,4036290048.0,4088120,405,Queens,581,30,"Clothing, Shoes",40.7027702331543,-73.89542388916016,Ridgewood,false,69-11,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Fresh Pond Rd,,Usagain LLC,http://www.usagain.com/,POINT (-73.895422 40.702769),11385,15310,54,3,34,62
4212 Skillman Ave,4001590016.0,4001777,402,Queens,18102,26,"Clothing, Shoes, Linens, Accessories",40.746761322021484,-73.92134094238281,Hunters Point-Sunnyside-West Maspeth,true,4212,Textile Recycling at Farmers' Markets,recycle@grownyc.org,212-788-7966,Skillman Ave,,Sunnyside Greenmarket: GrowNYC Clothing & Textile Recycling Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=84&BId=143,POINT (-73.921343 40.746762),11104,16861,53,3,33,66
4109 Park Ave,2029000064.0,2009448,206,Bronx,231,15,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.8455696105957,-73.90103149414063,Mount Hope,true,4109,Nonprofit Organizations/Thrift Stores,Donations@salvationarmyusa.org,800-728-7825,Park Ave,,The Salvation Army Of Greater New York,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=11&BId=30,POINT (-73.90103 40.845568),10457,10935,35,5,22,31
121-08 15 Ave,4040760064.0,4098203,407,Queens,925,19,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.78407287597656,-73.8462905883789,College Point,false,121-08,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,15 Ave,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.846294 40.784072),11356,14191,22,3,20,67
2463 Westchester Ave,2039740032.0,2041723,210,Bronx,202,13,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.83819580078125,-73.84550476074219,Westchester-Unionport,false,2463,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Westchester Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.845508 40.838194),10461,11270,43,5,12,28
632 Grand Ave,3011539968.0,3396281,308,Brooklyn,205,35,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.676788330078125,-73.96321105957031,Prospect Heights,false,632,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Grand Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.963213 40.676788),11238,13829,16,2,48,49
248-27 Union Tkpe,4.08496e9,4173780,413,Queens,157101,23,"Clothing, Shoes",40.74277114868164,-73.72176361083984,Bellerose,false,248-27,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Union Tkpe,,Usagain LLC,http://www.usagain.com/,POINT (-73.721766 40.742772),11426,24335,63,3,16,63
1424 Herkimer St,3015719936.0,3042730,316,Brooklyn,367,37,"Clothing, Shoes, Coats",40.6770133972168,-73.90628814697266,Ocean Hill,true,1424,Nonprofit Organizations/Thrift Stores,info@camba.org,718-675-3353,Herkimer St,,Magnolia House Women's Shelter (CAMBA),https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3374&BId=3338,POINT (-73.90629 40.677014),11233,13516,55,2,37,46
410 W 40 St,1007370048.0,1013005,104,Manhattan,115,3,"Clothing, Shoes, Coats",40.757225036621094,-73.99433135986328,Clinton,true,410,Nonprofit Organizations/Thrift Stores,rmm@rmmnyc.org,212-594-4464,W 40 St,,"Rauschenbusch Metro Ministries, Inc",https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3590&BId=3574,POINT (-73.99433000000002 40.757224),10018,12080,12,4,10,6
